Name,Year,Site,Transect,Quadrat,Point,Row,Column,Alleviate level,Label,Functional Group,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,27,1447,2200,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,28,2242,2790,100,ARC,SUB,ARC,85,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,29,598,1027,100,TFL,TURF,TFL,85,ARC,3,TCC,3,ZOS,2,CNA/CC,2
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,30,2311,2143,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,31,1757,2647,100,ARC,SUB,ARC,76,TFL,15,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,32,1743,912,100,ARC,SUB,ARC,81,TFL,10,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,33,1092,881,100,TFL,TURF,TFL,87,TCC,3,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,34,1027,2708,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,35,555,839,100,TFL,TURF,TFL,87,ARC,3,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,36,587,3114,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,37,1509,2554,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,38,1903,2536,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,39,2116,856,100,ARC,SUB,ARC,78,TFL,12,TCC,3,SHAD,2,CNA/CC,2
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,40,630,2282,100,ARC,SUB,ARC,80,TFL,10,CNA/CC,3,TCC,3,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,41,2629,3182,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,42,2286,2067,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,43,2480,2076,100,TFL,TURF,TFL,52,OMFL1,31,ARC,4,Unk,3,TCC,3
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,44,1106,2559,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,45,774,1941,100,ARC,SUB,ARC,71,TFL,19,CNA/CC,3,TCC,3,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,46,2447,1052,100,SHAD,TWS,SHAD,75,TFL,13,TCC,3,ARC,3,CNA/CC,2
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,47,1008,2977,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,48,2651,3062,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,49,754,1449,100,TFL,TURF,TFL,87,TCC,3,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (11).JPG,2014,Cemitério,1,11,50,1961,1186,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,1,1595,2181,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,2,633,1842,100,TFL,TURF,TFL,81,ARC,8,TCC,4,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,3,540,897,100,ARC,SUB,ARC,48,TFL,42,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,4,1416,2256,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,5,1877,2976,100,TFL,TURF,TFL,82,ARC,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,6,1467,1557,100,TFL,TURF,TFL,80,ARC,10,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,7,1435,2832,100,ARC,SUB,ARC,82,TFL,9,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,8,2271,788,100,TFL,TURF,TFL,74,ARC,9,CNA/CC,7,TCC,4,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,9,1619,1458,100,TFL,TURF,TFL,86,ARC,4,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,10,1575,2282,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,11,920,1377,100,TFL,TURF,TFL,79,ARC,7,CNA/CC,5,TCC,3,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,12,2583,2229,100,TFL,TURF,TFL,66,ARC,24,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,13,885,1526,100,TFL,TURF,TFL,84,ARC,6,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,14,1784,1750,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,15,1780,1305,100,TFL,TURF,TFL,86,TCC,4,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,16,1697,1054,100,TFL,TURF,TFL,84,TCC,4,ARC,4,CNA/CC,3,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,17,2416,2014,100,TFL,TURF,TFL,83,ARC,6,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,18,2052,1782,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,19,501,1311,100,TFL,TURF,TFL,85,TCC,4,ARC,3,SHAD,2,CNA/CC,2
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,20,2722,2405,100,TFL,TURF,TFL,43,SHAD,19,ARC,12,TCC,8,CNA/CC,5
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,21,2263,1328,100,TFL,TURF,TFL,47,ARC,42,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,22,1575,799,100,ARC,SUB,ARC,60,TFL,30,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,23,1462,2942,100,ARC,SUB,ARC,80,TFL,11,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,24,1082,1061,100,TFL,TURF,TFL,63,ARC,27,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,25,597,1791,100,TFL,TURF,TFL,58,ARC,26,TCC,6,CNA/CC,3,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,26,1318,1428,100,ARC,SUB,ARC,64,TFL,26,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,27,1080,1183,100,TFL,TURF,TFL,85,ARC,4,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,28,2680,2219,100,TFL,TURF,TFL,80,SHAD,4,ARC,4,TCC,3,CNA/CC,2
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,29,1537,2195,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,30,653,2851,100,ARC,SUB,ARC,75,TFL,16,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,31,2435,2689,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,32,1817,2751,100,ARC,SUB,ARC,77,TFL,13,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,33,1906,2538,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,34,2162,2229,100,ARC,SUB,ARC,69,TFL,20,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,35,2680,2536,100,TFL,TURF,TFL,60,SHAD,17,ARC,7,ZOS,4,TCC,4
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,36,1956,1839,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,37,943,2531,100,TFL,TURF,TFL,85,ARC,6,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,38,844,1933,100,TFL,TURF,TFL,82,ARC,6,CNA/CC,4,TCC,3,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,39,482,2206,100,ARC,SUB,ARC,53,TFL,34,CNA/CC,4,TCC,3,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,40,2338,1700,100,TFL,TURF,TFL,77,ARC,14,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,41,2604,1748,100,TFL,TURF,TFL,80,TCC,7,ARC,4,CNA/CC,3,ZOS,2
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,42,456,1550,100,ARC,SUB,ARC,75,TFL,16,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,43,1111,1555,100,TFL,TURF,TFL,82,ARC,6,TCC,4,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,44,2487,1325,100,TFL,TURF,TFL,86,ARC,4,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,45,2312,2749,100,ARC,SUB,ARC,85,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,46,381,1825,100,SHAD,TWS,SHAD,44,TFL,38,ARC,5,TCC,4,CNA/CC,3
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,47,368,2452,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,48,1753,1021,100,TFL,TURF,TFL,77,CNA/CC,8,ARC,5,TCC,4,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,49,487,1513,100,ARC,SUB,ARC,72,TFL,18,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (1).JPG,2014,Cemitério,1,1,50,589,847,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,1,516,2507,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,2,1331,1421,100,ARC,SUB,ARC,84,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,3,1268,2293,100,ARC,SUB,ARC,69,TFL,22,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,4,1394,1453,100,ARC,SUB,ARC,84,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,5,2047,2911,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,6,2681,1267,100,TFL,TURF,TFL,68,ARC,13,SHAD,7,TCC,4,CNA/CC,2
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,7,2095,2928,100,ARC,SUB,ARC,85,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,8,2485,1938,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,9,2368,2139,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,10,906,971,100,TFL,TURF,TFL,87,TCC,3,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,11,1618,2337,100,TFL,TURF,TFL,87,TCC,3,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,12,2647,1496,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,13,763,2170,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,14,1865,1298,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,15,515,992,100,ARC,SUB,ARC,60,TFL,30,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,16,1842,1825,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,17,1848,2436,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,18,1505,1618,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,19,1163,1790,100,TFL,TURF,TFL,83,TCC,6,ARC,4,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,20,1870,995,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,21,2655,2214,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,22,1681,2834,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,23,1568,1820,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,24,928,1046,100,TFL,TURF,TFL,87,TCC,3,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,25,373,1292,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,26,2177,1341,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,27,1904,2232,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,28,2499,1604,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,29,1226,778,100,ARC,SUB,ARC,83,TFL,9,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,30,1664,993,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,31,1119,2826,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,32,2117,2433,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,33,2037,1789,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,34,749,1543,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,35,2700,2562,100,ARC,SUB,ARC,84,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,36,1615,2383,100,TFL,TURF,TFL,85,TCC,4,ARC,4,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,37,1500,2693,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,38,784,1754,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,39,2052,1759,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,40,755,751,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,41,747,875,100,ARC,SUB,ARC,50,TFL,41,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,42,624,2466,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,43,1617,1890,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,44,1312,1834,100,TFL,TURF,TFL,84,TCC,6,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,45,1728,2838,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,46,2473,3023,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,47,412,1125,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,48,895,2787,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,49,1742,2498,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (2).JPG,2014,Cemitério,1,2,50,1458,1940,100,TFL,TURF,TFL,70,TCC,12,ARC,8,CNA/CC,2,BRSP,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,1,2102,1732,100,ARC,SUB,ARC,73,TFL,18,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,2,376,1527,100,ARC,SUB,ARC,65,TFL,25,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,3,1831,601,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,4,397,1836,100,ARC,SUB,ARC,83,TFL,9,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,5,518,2641,100,ARC,SUB,ARC,82,TFL,9,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,6,432,1935,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,7,222,2606,100,ARC,SUB,ARC,81,TFL,10,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,8,446,727,100,TFL,TURF,TFL,84,TCC,4,ARC,4,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,9,638,2030,100,ARC,SUB,ARC,82,TFL,9,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,10,2011,1982,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,11,1732,1007,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,12,1646,2477,100,TFL,TURF,TFL,87,TCC,3,ARC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,13,722,1548,100,TFL,TURF,TFL,78,CNA/CC,6,ARC,6,TCC,3,SHAD,2
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,14,1987,2778,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,15,1565,2706,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,16,1628,2190,100,TFL,TURF,TFL,87,ARC,4,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,17,976,512,100,TFL,TURF,TFL,56,SHAD,12,ARC,10,TCC,7,CNA/CC,5
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,18,1640,942,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,19,1468,1838,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,20,2508,1609,100,ARC,SUB,ARC,81,TFL,10,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,21,2304,1063,100,TFL,TURF,TFL,85,ARC,4,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,22,2035,2186,100,ARC,SUB,ARC,83,TFL,9,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,23,976,1798,100,ARC,SUB,ARC,83,TFL,8,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,24,2329,2243,100,TFL,TURF,TFL,61,ARC,28,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,25,959,2699,100,TFL,TURF,TFL,66,ARC,22,CNA/CC,3,TCC,3,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,26,1857,1514,100,ARC,SUB,ARC,84,TFL,7,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,27,2101,2487,100,TFL,TURF,TFL,86,ARC,3,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,28,1982,1774,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,29,776,855,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,30,319,870,100,TFL,TURF,TFL,45,ARC,41,TCC,4,CNA/CC,2,ZOS,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,31,1080,804,100,ARC,SUB,ARC,81,TFL,11,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,32,378,1514,100,ARC,SUB,ARC,81,TFL,10,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,33,457,2764,100,ARC,SUB,ARC,81,TFL,10,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,34,2368,587,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,35,2476,1462,100,ARC,SUB,ARC,60,TFL,30,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,36,1304,2268,100,TFL,TURF,TFL,51,ARC,38,TCC,3,CNA/CC,2,SHAD,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,37,428,1164,100,ARC,SUB,ARC,84,TFL,7,TCC,3,SHAD,1,CNA/CC,1
CE_2014_fechada_t1_q (3).JPG,2014,Cemitério,1,3,38,455,2678,100,ARC,SUB,ARC,83,TFL,8,TCC,3,CNA/CC,2,SHAD,1
